english,sinhala
Tom couldn't believe how ugly Mary became as she got older.,ටෝම්ට වයසින් මුහුකුරා ගිය ආකාරයටම කැත මරියා කොතරම්ද කියා විශ්වාස කළ නොහැකි විය.
Tom couldn't control himself when he saw Mary kissing John.,මරියා සිප ගනිමින් ජොහන්ව දුටු විට ටොම්ව පාලනය කළ නොහැකි විය.
Tom couldn't rule out the possibility that he was mistaken.,ටොම්ට ඔහු වැරදියට තේරුම් ගැනීමේ හැකියාව බැහැර කළ නොහැකි විය.
Tom couldn't understand why no one else seemed to be happy.,වෙන කවුරුත් සතුටින් නොසිටින්නේ නැත්තේ ඇයි කියලා ටොම්ට තේරුම් ගන්න බැහැ.
Tom decided not to buy the car he was looking at yesterday.,ටොම් ඊයේ දිහා බලමින් සිටි මෝටර් රථය මිලදී නොගැනීමට තීරණය කළේය.
Tom decided to snoop around and see what he could find out.,ටොම් අවට ගිල දැමීමට තීරණය කළ අතර ඔහුට සොයාගත හැකි දේ බලන්න.
Tom didn't bring the matter up at the meeting this morning.,ටොම් අද උදෑසන රැස්වීමේදී කාරණය ඉදිරිපත් කළේ නැත.
Tom didn't even have the courtesy to say that he was sorry.,ඔහුට කණගාටුයි යැයි කීමට අනුග්රහය දැක්වූයේ ටෝම් සතුව නැත.
Tom didn't want Mary to see his painting until it was done.,ටෙම්ට ඔහුගේ සිතුවම අවසන් වන තුරු ඔහුගේ සිතුවම දැකීමට අවශ්ය නොවීය.
Tom died in the evening of the day he and Mary got married.,ටොම් ඔහු සහ මරියා විවාහ වූ දවසේ සවස මිය ගියේය.
Tom doesn't have to wash the car. Mary's already washed it.,ටොම්ට කාර් එක සෝදන්න අවශ්ය නැහැ.මේරි දැනටමත් එය සෝදා හරින්න.
Tom doesn't like it when people park in front of his house.,මිනිසුන් තම නිවස ඉදිරිපිට ගාල් කරන විට ටොම් එයට කැමති නැත.
Tom doesn't remember too much about what happened that day.,ටොම් එදින සිදු වූ දේ ගැන ඕනෑවට වඩා මතක නැත.
Tom doesn't think Mary's French pronunciation is very good.,ටොම් හිතන්නේ මරියාගේ ප්රංශ උච්චාරණය ඉතා හොඳයි.
Tom doesn't want his parents to find out that he was drunk.,තමා බීමත්ව සිටින බව ඔහුගේ දෙමව්පියන් සොයා ගැනීමට ටොම් කැමති නැත.
Tom doesn't want you to share this information with anyone.,ටොම්ට ඔබ මෙම තොරතුරු කිසිවෙකු සමඟ බෙදා ගැනීමට අවශ්ය නැත.
Tom followed in his father's footsteps and became a lawyer.,ටොම් තම පියාගේ අඩිපාරේ යමින් නීති .යෙකු බවට පත්විය.
Tom got paint on his shirt while he was painting the fence.,ටොම් තම කමිසයේ වැට පින්තාරු කරමින් සිටියදී තීන්ත ආලේප කළේය.
Tom has been playing the violin for more than thirty years.,ටොම් වසර තිහකට වැඩි කාලයක් වයලීනය වාදනය කරමින් සිටී.
Tom has been to this park with Mary at least a dozen times.,ටොම් මරියා සමඟ අවම වශයෙන් දුසිමක් වාර ගණනක් මෙම උද්යානයට ගොස් ඇත.
"Tom is a New Yorker, but he doesn't have a New York accent.","ටොම් යනු නිව් යෝර්කර් ය, නමුත් ඔහුට නිව් යෝර්ක් උච්චාරණයක් නොමැත."
Tom is exactly the sort of guy Mary wants to hang out with.,ටොම් හරියටම මරියා සමඟ කතා කිරීමට අවශ්ය ගයි වර්ගයයි.
Tom is still the same weight he was when he was a teenager.,ටොම් තවමත් එකම බරකි අතර ඔහු යෞවනයෙකු විය.
Tom is sure that Mary didn't really go to Boston last week.,මේරි පසුගිය සතියේ මරියා ඇත්තටම බොස්ටන් වෙත නොගිය බව ටොම්ට විශ්වාසයි.
Tom is the kind of guy that a girl could fall in love with.,ටොම් යනු ගැහැණු ළමයෙකුට ආදරයෙන් බැඳීමට හැකි පුද්ගලයෙකි.
